1652,CA-2015-141110,26-11-2015,01-12-2015,Standard Class,LS-17200,Luke Schmidt,Corporate,United States,Fresno,California,93727,West,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,4.32,2015,,,,,,,,
1653,CA-2015-141110,26-11-2015,01-12-2015,Standard Class,LS-17200,Luke Schmidt,Corporate,United States,Fresno,California,93727,West,OFF-PA-10002586,Office Supplies,Paper,Xerox 1970,14.94,2015,,,,,,,,
1654,CA-2015-141110,26-11-2015,01-12-2015,Standard Class,LS-17200,Luke Schmidt,Corporate,United States,Fresno,California,93727,West,OFF-AP-10000692,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,40.54,2015,,,,,,,,
1655,CA-2015-141110,26-11-2015,01-12-2015,Standard Class,LS-17200,Luke Schmidt,Corporate,United States,Fresno,California,93727,West,OFF-BI-10001553,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,7.312,2015,,,,,,,,
1656,CA-2015-119032,27-11-2015,03-12-2015,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,New York City,New York,10035,East,OFF-FA-10003021,Office Supplies,Fasteners,Staples,3.76,2015,,,,,,,,
1657,CA-2015-167486,27-11-2015,01-12-2015,Standard Class,JO-15145,Jack O'Briant,Corporate,United States,Buffalo,New York,14215,East,FUR-FU-10003268,Furniture,Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,199.9,2015,,,,,,,,
1658,CA-2015-163013,28-11-2015,04-12-2015,Standard Class,BF-11080,Bart Folk,Consumer,United States,Montgomery,Alabama,36116,South,OFF-AR-10001954,Office Supplies,Art,Newell 331,14.67,2015,,,,,,,,
1659,CA-2015-121167,28-11-2015,30-11-2015,Second Class,MO-17500,Mary O'Rourke,Consumer,United States,Freeport,New York,11520,East,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",17.248,2015,,,,,,,,
1660,CA-2015-101560,28-11-2015,01-12-2015,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Columbia,South Carolina,29203,South,FUR-FU-10003773,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,397.6,2015,,,,,,,,
1661,CA-2015-101560,28-11-2015,01-12-2015,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Columbia,South Carolina,29203,South,OFF-PA-10001363,Office Supplies,Paper,Xerox 1933,85.96,2015,,,,,,,,
1662,CA-2015-101560,28-11-2015,01-12-2015,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Columbia,South Carolina,29203,South,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,13.12,2015,,,,,,,,
1663,CA-2015-101560,28-11-2015,01-12-2015,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Columbia,South Carolina,29203,South,OFF-BI-10000309,Office Supplies,Binders,\GBC Twin Loop Wire Binding Elements," 9/16\""\"" Spine""","Black\"",2015
1664,CA-2015-105249,2015-11-28,2015-11-28,Same Day,DH-13675,Duane Huffman,Home Office,United States,San Francisco,California,94122,West,OFF-SU-10001225,Office Supplies,Supplies,Staple remover,7.36,2015
1665,CA-2015-105249,2015-11-28,2015-11-28,Same Day,DH-13675,Duane Huffman,Home Office,United States,San Francisco,California,94122,West,OFF-LA-10002043,Office Supplies,Labels,Avery 489,41.4,2015
1666,CA-2015-105249,2015-11-28,2015-11-28,Same Day,DH-13675,Duane Huffman,Home Office,United States,San Francisco,California,94122,West,FUR-BO-10000330,Furniture,Bookcases,Sauder Camden County Barrister Bookcase"," Planked Cherry Finish""",411.332,2015,,,,,
1667,CA-2015-159800,28-11-2015,01-12-2015,First Class,SG-20470,Sheri Gordon,Consumer,United States,San Francisco,California,94109,West,OFF-AP-10004859,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,43.68,2015,,,,,,,,
1668,CA-2015-159800,28-11-2015,01-12-2015,First Class,SG-20470,Sheri Gordon,Consumer,United States,San Francisco,California,94109,West,TEC-AC-10003447,Technology,Accessories,Micropad Numeric Keypads,139.93,2015,,,,,,,,
1669,CA-2015-121629,28-11-2015,02-12-2015,Standard Class,BT-11680,Brian Thompson,Consumer,United States,Houston,Texas,77041,Central,TEC-MA-10004679,Technology,Machines,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,998.85,2015,,,,,,,,
1670,US-2015-120175,28-11-2015,03-12-2015,Standard Class,MC-17635,Matthew Clasen,Corporate,United States,Richmond,Indiana,47374,Central,OFF-EN-10003862,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,64.02,2015,,,,,,,,
1671,CA-2015-136280,29-11-2015,06-12-2015,Standard Class,Co-12640,Corey-Lock,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-LA-10000452,Office Supplies,Labels,Avery 488,5.04,2015,,,,,,,,
1672,US-2015-134712,29-11-2015,04-12-2015,Standard Class,BS-11380,Bill Stewart,Corporate,United States,Skokie,Illinois,60076,Central,OFF-FA-10003112,Office Supplies,Fasteners,Staples,12.624,2015,,,,,,,,
1673,CA-2015-153983,29-11-2015,06-12-2015,Standard Class,AH-10210,Alan Hwang,Consumer,United States,San Francisco,California,94122,West,TEC-PH-10004586,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,575.92,2015,,,,,,,,
1674,CA-2015-153983,29-11-2015,06-12-2015,Standard Class,AH-10210,Alan Hwang,Consumer,United States,San Francisco,California,94122,West,OFF-FA-10003495,Office Supplies,Fasteners,Staples,30.4,2015,,,,,,,,
1675,US-2015-111353,29-11-2015,06-12-2015,Standard Class,PB-19150,Philip Brown,Consumer,United States,New York City,New York,10009,East,OFF-LA-10002762,Office Supplies,Labels,Avery 485,25.06,2015,,,,,,,,
1676,CA-2015-103590,30-11-2015,04-12-2015,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,Mount Vernon,New York,10550,East,OFF-EN-10004007,Office Supplies,Envelopes,Park Ridge Embossed Executive Business Envelopes,62.28,2015,,,,,,,,
1677,CA-2015-148425,30-11-2015,04-12-2015,Standard Class,RF-19345,Randy Ferguson,Corporate,United States,Orlando,Florida,32839,South,OFF-BI-10000201,Office Supplies,Binders,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",6.642,2015,,,,,,,,
1678,CA-2015-146843,30-11-2015,06-12-2015,Standard Class,PB-19150,Philip Brown,Consumer,United States,Avondale,Arizona,85323,West,OFF-SU-10001664,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,47.992,2015,,,,,,,,
1679,CA-2015-146843,30-11-2015,06-12-2015,Standard Class,PB-19150,Philip Brown,Consumer,United States,Avondale,Arizona,85323,West,TEC-AC-10002550,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",102.24,2015,,,,,,,,
1680,CA-2015-120474,01-12-2015,03-12-2015,First Class,RP-19390,Resi Pölking,Consumer,United States,Madison,Wisconsin,53711,Central,FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,2807.84,2015,,,,,,,,
1681,CA-2015-120474,01-12-2015,03-12-2015,First Class,RP-19390,Resi Pölking,Consumer,United States,Madison,Wisconsin,53711,Central,OFF-AR-10000475,Office Supplies,Art,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",46.64,2015,,,,,,,,
1682,CA-2015-131051,01-12-2015,05-12-2015,Standard Class,TR-21325,Toby Ritter,Consumer,United States,San Francisco,California,94122,West,FUR-FU-10001861,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",58.2,2015,,,,,,,,
1683,CA-2015-131527,01-12-2015,07-12-2015,Standard Class,TB-21280,Toby Braunhardt,Consumer,United States,Jacksonville,North Carolina,28540,South,TEC-PH-10001644,Technology,Phones,"BlueLounge Milo Smartphone Stand, White/Metallic",95.968,2015,,,,,,,,
1684,CA-2015-150798,01-12-2015,03-12-2015,Second Class,JK-15730,Joe Kamberova,Consumer,United States,Columbus,Ohio,43229,East,TEC-CO-10001571,Technology,Copiers,Sharp 1540cs Digital Laser Copier,659.988,2015,,,,,,,,
1685,CA-2015-150798,01-12-2015,03-12-2015,Second Class,JK-15730,Joe Kamberova,Consumer,United States,Columbus,Ohio,43229,East,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",8.128,2015,,,,,,,,
1686,CA-2015-150798,01-12-2015,03-12-2015,Second Class,JK-15730,Joe Kamberova,Consumer,United States,Columbus,Ohio,43229,East,OFF-PA-10001972,Office Supplies,Paper,Xerox 214,36.288,2015,,,,,,,,
1687,CA-2015-150798,01-12-2015,03-12-2015,Second Class,JK-15730,Joe Kamberova,Consumer,United States,Columbus,Ohio,43229,East,FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,909.72,2015,,,,,,,,
1688,US-2015-161613,01-12-2015,03-12-2015,Second Class,MC-17605,Matt Connell,Corporate,United States,Houston,Texas,77070,Central,FUR-CH-10003746,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,674.058,2015,,,,,,,,
1689,CA-2015-143210,01-12-2015,03-12-2015,First Class,AA-10645,Anna Andreadi,Consumer,United States,Lowell,Massachusetts,1852,East,TEC-PH-10004434,Technology,Phones,Cisco IP Phone 7961G VoIP phone - Dark gray,271.9,2015,,,,,,,,
1690,CA-2015-143210,01-12-2015,03-12-2015,First Class,AA-10645,Anna Andreadi,Consumer,United States,Lowell,Massachusetts,1852,East,FUR-FU-10003878,Furniture,Furnishings,"\Linden 10\""\"" Round Wall Clock""","Black\"",2015
1691,CA-2015-143210,2015-12-01,2015-12-03,First Class,AA-10645,Anna Andreadi,Consumer,United States,Lowell,Massachusetts,1852,East,FUR-FU-10002268,Furniture,Furnishings,Ultra Door Push Plate,9.82,2015
1692,CA-2015-112158,2015-12-02,2015-12-04,First Class,DP-13165,David Philippe,Consumer,United States,New York City,New York,10035,East,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,119.96,2015
1693,CA-2015-112158,2015-12-02,2015-12-04,First Class,DP-13165,David Philippe,Consumer,United States,New York City,New York,10035,East,FUR-BO-10003272,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,883.92,2015
1694,CA-2015-112158,2015-12-02,2015-12-04,First Class,DP-13165,David Philippe,Consumer,United States,New York City,New York,10035,East,OFF-BI-10000050,Office Supplies,Binders,Angle-D Binders with Locking Rings"," Label Holders""",46.72,2015,,,,,,
1695,US-2015-117744,02-12-2015,06-12-2015,Standard Class,MD-17860,Michael Dominguez,Corporate,United States,Corpus Christi,Texas,78415,Central,FUR-FU-10001588,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",58.36,2015,,,,,,,,
1696,US-2015-117744,02-12-2015,06-12-2015,Standard Class,MD-17860,Michael Dominguez,Corporate,United States,Corpus Christi,Texas,78415,Central,OFF-AR-10000940,Office Supplies,Art,Newell 343,16.464,2015,,,,,,,,
1697,US-2015-117744,02-12-2015,06-12-2015,Standard Class,MD-17860,Michael Dominguez,Corporate,United States,Corpus Christi,Texas,78415,Central,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,39.96,2015,,,,,,,,
1698,CA-2015-132864,02-12-2015,07-12-2015,Standard Class,KN-16390,Katherine Nockton,Corporate,United States,Columbus,Ohio,43229,East,TEC-AC-10001267,Technology,Accessories,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,119.8,2015,,,,,,,,
1699,CA-2015-101147,02-12-2015,04-12-2015,First Class,MC-17575,Matt Collins,Consumer,United States,Chicago,Illinois,60623,Central,OFF-AP-10004249,Office Supplies,Appliances,Staple holder,2.394,2015,,,,,,,,
1700,CA-2015-154095,02-12-2015,07-12-2015,Standard Class,ON-18715,Odella Nelson,Corporate,United States,Clinton,Maryland,20735,East,FUR-FU-10003849,Furniture,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",60.72,2015,,,,,,,,
1701,CA-2015-154095,02-12-2015,07-12-2015,Standard Class,ON-18715,Odella Nelson,Corporate,United States,Clinton,Maryland,20735,East,OFF-PA-10002923,Office Supplies,Paper,Xerox 1942,146.82,2015,,,,,,,,
1702,CA-2015-154095,02-12-2015,07-12-2015,Standard Class,ON-18715,Odella Nelson,Corporate,United States,Clinton,Maryland,20735,East,FUR-CH-10004754,Furniture,Chairs,"Global Stack Chair with Arms, Black",239.84,2015,,,,,,,,
1703,CA-2015-154095,02-12-2015,07-12-2015,Standard Class,ON-18715,Odella Nelson,Corporate,United States,Clinton,Maryland,20735,East,OFF-LA-10000634,Office Supplies,Labels,Avery 509,15.66,2015,,,,,,,,
1704,CA-2015-103807,02-12-2015,09-12-2015,Standard Class,EM-13825,Elizabeth Moffitt,Corporate,United States,Sandy Springs,Georgia,30328,South,TEC-AC-10000199,Technology,Accessories,Kingston Digital DataTraveler 8GB USB 2.0,5.95,2015,,,,,,,,
1705,CA-2015-103807,02-12-2015,09-12-2015,Standard Class,EM-13825,Elizabeth Moffitt,Corporate,United States,Sandy Springs,Georgia,30328,South,OFF-PA-10002195,Office Supplies,Paper,\RSVP Cards & Envelopes, Blank White," 8-1/2\""\"" X 11\""\""""","24 Cards/25 Envelopes/Set\"",2015
1706,CA-2015-122749,2015-12-03,2015-12-09,Standard Class,NG-18430,Nathan Gelder,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,TEC-PH-10003811,Technology,Phones,Jabra Supreme Plus Driver Edition Headset,479.96,2015
1707,CA-2015-164861,2015-12-03,2015-12-06,Second Class,MC-17635,Matthew Clasen,Corporate,United States,Saint Louis,Missouri,63116,Central,OFF-PA-10001972,Office Supplies,Paper,Xerox 214,25.92,2015
1708,CA-2015-127187,2015-12-04,2015-12-08,Standard Class,CP-12085,Cathy Prescott,Corporate,United States,New York City,New York,10024,East,TEC-PH-10000673,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,129.98,2015
1709,CA-2015-106376,2015-12-05,2015-12-10,Standard Class,BS-11590,Brendan Sweed,Corporate,United States,Gilbert,Arizona,85234,West,OFF-AR-10002671,Office Supplies,Art,Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener"," Beige""",1113.024,2015,,,,
1710,CA-2015-106376,05-12-2015,10-12-2015,Standard Class,BS-11590,Brendan Sweed,Corporate,United States,Gilbert,Arizona,85234,West,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,167.968,2015,,,,,,,,
1711,CA-2015-166191,05-12-2015,09-12-2015,Second Class,DK-13150,David Kendrick,Corporate,United States,Decatur,Illinois,62521,Central,OFF-ST-10003455,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",24.816,2015,,,,,,,,
1712,CA-2015-166191,05-12-2015,09-12-2015,Second Class,DK-13150,David Kendrick,Corporate,United States,Decatur,Illinois,62521,Central,TEC-AC-10004659,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,408.744,2015,,,,,,,,
1713,CA-2015-138296,05-12-2015,12-12-2015,Standard Class,RC-19825,Roy Collins,Consumer,United States,Alexandria,Virginia,22304,South,OFF-ST-10002444,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,24.56,2015,,,,,,,,
1714,CA-2015-125542,05-12-2015,07-12-2015,First Class,NB-18655,Nona Balk,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,348.488,2015,,,,,,,,
1715,CA-2015-125542,05-12-2015,07-12-2015,First Class,NB-18655,Nona Balk,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,172.736,2015,,,,,,,,
1716,CA-2015-151162,05-12-2015,09-12-2015,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Columbus,Ohio,43229,East,OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,98.376,2015,,,,,,,,
1717,CA-2015-151162,05-12-2015,09-12-2015,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Columbus,Ohio,43229,East,OFF-BI-10003719,Office Supplies,Binders,Large Capacity Hanging Post Binders,29.94,2015,,,,,,,,
1718,CA-2015-151162,05-12-2015,09-12-2015,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Columbus,Ohio,43229,East,OFF-PA-10003036,Office Supplies,Paper,"\Black Print Carbonless 8 1/2\""\"" x 8 1/4\""\"" Rapid Memo Book\""""",17.472,2015,,,,,,,,
1719,CA-2015-151162,05-12-2015,09-12-2015,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Columbus,Ohio,43229,East,TEC-PH-10001870,Technology,Phones,Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,36.738,2015,,,,,,,,
1720,CA-2015-151162,05-12-2015,09-12-2015,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Columbus,Ohio,43229,East,TEC-PH-10001809,Technology,Phones,Panasonic KX T7736-B Digital phone,179.94,2015,,,,,,,,
1721,CA-2015-133830,05-12-2015,10-12-2015,Standard Class,RL-19615,Rob Lucas,Consumer,United States,Los Angeles,California,90045,West,OFF-AR-10003045,Office Supplies,Art,Prang Colored Pencils,26.46,2015,,,,,,,,
1722,CA-2015-133830,05-12-2015,10-12-2015,Standard Class,RL-19615,Rob Lucas,Consumer,United States,Los Angeles,California,90045,West,OFF-PA-10001363,Office Supplies,Paper,Xerox 1933,49.12,2015,,,,,,,,
1723,CA-2015-133830,05-12-2015,10-12-2015,Standard Class,RL-19615,Rob Lucas,Consumer,United States,Los Angeles,California,90045,West,OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,15,2015,,,,,,,,
1724,CA-2015-150203,05-12-2015,07-12-2015,First Class,JB-15925,Joni Blumstein,Consumer,United States,Los Angeles,California,90032,West,OFF-AP-10001469,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector,250.26,2015,,,,,,,,
1725,CA-2015-110030,06-12-2015,08-12-2015,Second Class,LF-17185,Luke Foster,Consumer,United States,Houston,Texas,77095,Central,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,23.976,2015,,,,,,,,
1726,US-2015-112872,06-12-2015,11-12-2015,Second Class,RC-19960,Ryan Crowe,Consumer,United States,Springfield,Oregon,97477,West,OFF-ST-10002205,Office Supplies,Storage,File Shuttle I and Handi-File,53.424,2015,,,,,,,,
1727,US-2015-112872,06-12-2015,11-12-2015,Second Class,RC-19960,Ryan Crowe,Consumer,United States,Springfield,Oregon,97477,West,FUR-TA-10003238,Furniture,Tables,"\Chromcraft Bull-Nose Wood 48\""\"" x 96\""\"" Rectangular Conference Tables\""""",275.49,2015,,,,,,,,
1728,US-2015-140452,06-12-2015,10-12-2015,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,Chicago,Illinois,60610,Central,OFF-AP-10004036,Office Supplies,Appliances,Bionaire 99.97% HEPA Air Cleaner,14.016,2015,,,,,,,,
1729,US-2015-140452,06-12-2015,10-12-2015,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,Chicago,Illinois,60610,Central,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,214.95,2015,,,,,,,,
1730,US-2015-140452,06-12-2015,10-12-2015,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,Chicago,Illinois,60610,Central,TEC-PH-10000307,Technology,Phones,Shocksock Galaxy S4 Armband,35.04,2015,,,,,,,,
1731,US-2015-140452,06-12-2015,10-12-2015,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,Chicago,Illinois,60610,Central,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,10.776,2015,,,,,,,,
1732,US-2015-140452,06-12-2015,10-12-2015,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,Chicago,Illinois,60610,Central,OFF-BI-10004965,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,4.6,2015,,,,,,,,
1733,US-2015-140452,06-12-2015,10-12-2015,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,Chicago,Illinois,60610,Central,OFF-ST-10002485,Office Supplies,Storage,Rogers Deluxe File Chest,35.168,2015,,,,,,,,
1734,CA-2015-106726,06-12-2015,08-12-2015,First Class,RS-19765,Roland Schwarz,Corporate,United States,Los Angeles,California,90008,West,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,1261.33,2015,,,,,,,,
1735,CA-2015-155390,06-12-2015,11-12-2015,Standard Class,BG-11035,Barry Gonzalez,Consumer,United States,Memphis,Tennessee,38109,South,OFF-PA-10003641,Office Supplies,Paper,Xerox 1909,42.208,2015,,,,,,,,
1736,CA-2015-159681,07-12-2015,13-12-2015,Standard Class,PO-18850,Patrick O'Brill,Consumer,United States,Virginia Beach,Virginia,23464,South,OFF-PA-10003641,Office Supplies,Paper,Xerox 1909,105.52,2015,,,,,,,,
1737,CA-2015-138737,07-12-2015,10-12-2015,First Class,FP-14320,Frank Preis,Consumer,United States,Los Angeles,California,90049,West,OFF-AR-10003190,Office Supplies,Art,Newell 32,8.64,2015,,,,,,,,
1738,CA-2015-101392,07-12-2015,13-12-2015,Standard Class,AS-10630,Ann Steele,Home Office,United States,Seattle,Washington,98103,West,OFF-ST-10000532,Office Supplies,Storage,Advantus Rolling Drawer Organizers,269.36,2015,,,,,,,,
1739,CA-2015-154592,07-12-2015,08-12-2015,First Class,EH-14005,Erica Hernandez,Home Office,United States,San Francisco,California,94109,West,OFF-PA-10000062,Office Supplies,Paper,Green Bar Computer Printout Paper,164.88,2015,,,,,,,,
1740,CA-2015-104773,08-12-2015,13-12-2015,Standard Class,TB-21175,Thomas Boland,Corporate,United States,Houston,Texas,77041,Central,OFF-ST-10000777,Office Supplies,Storage,"Companion Letter/Legal File, Black",60.416,2015,,,,,,,,
1741,CA-2015-129364,08-12-2015,13-12-2015,Standard Class,TB-21250,Tim Brockman,Consumer,United States,Salem,Oregon,97301,West,OFF-LA-10001569,Office Supplies,Labels,Avery 499,27.888,2015,,,,,,,,
1742,CA-2015-129364,08-12-2015,13-12-2015,Standard Class,TB-21250,Tim Brockman,Consumer,United States,Salem,Oregon,97301,West,OFF-BI-10001132,Office Supplies,Binders,\Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue," 9 1/2\""\"" X 11\""\""\""""",6.456,2015,,,,,,
1743,CA-2015-129364,08-12-2015,13-12-2015,Standard Class,TB-21250,Tim Brockman,Consumer,United States,Salem,Oregon,97301,West,TEC-PH-10003095,Technology,Phones,Samsung HM1900 Bluetooth Headset,52.68,2015,,,,,,,,
1744,CA-2015-129364,08-12-2015,13-12-2015,Standard Class,TB-21250,Tim Brockman,Consumer,United States,Salem,Oregon,97301,West,OFF-SU-10000432,Office Supplies,Supplies,Acco Side-Punched Conventional Columnar Pads,13.88,2015,,,,,,,,
1745,CA-2015-129364,08-12-2015,13-12-2015,Standard Class,TB-21250,Tim Brockman,Consumer,United States,Salem,Oregon,97301,West,TEC-AC-10004227,Technology,Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,103.92,2015,,,,,,,,
1746,CA-2015-129364,08-12-2015,13-12-2015,Standard Class,TB-21250,Tim Brockman,Consumer,United States,Salem,Oregon,97301,West,OFF-LA-10004409,Office Supplies,Labels,Avery 492,11.52,2015,,,,,,,,
1747,CA-2015-129364,08-12-2015,13-12-2015,Standard Class,TB-21250,Tim Brockman,Consumer,United States,Salem,Oregon,97301,West,OFF-PA-10001569,Office Supplies,Paper,Xerox 232,10.368,2015,,,,,,,,
1748,CA-2015-129364,08-12-2015,13-12-2015,Standard Class,TB-21250,Tim Brockman,Consumer,United States,Salem,Oregon,97301,West,OFF-ST-10001031,Office Supplies,Storage,Adjustable Personal File Tote,39.072,2015,,,,,,,,
1749,CA-2015-135608,08-12-2015,10-12-2015,Second Class,JK-15625,Jim Karlsson,Consumer,United States,Olympia,Washington,98502,West,OFF-PA-10001954,Office Supplies,Paper,Xerox 1964,45.68,2015,,,,,,,,
1750,CA-2015-135608,08-12-2015,10-12-2015,Second Class,JK-15625,Jim Karlsson,Consumer,United States,Olympia,Washington,98502,West,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,603.92,2015,,,,,,,,
1751,CA-2015-144071,08-12-2015,15-12-2015,Standard Class,DJ-13420,Denny Joy,Corporate,United States,San Francisco,California,94110,West,FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,39.88,2015,,,,,,,,
1752,CA-2015-144071,08-12-2015,15-12-2015,Standard Class,DJ-13420,Denny Joy,Corporate,United States,San Francisco,California,94110,West,FUR-FU-10000758,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,79.44,2015,,,,,,,,
1753,CA-2015-104976,09-12-2015,16-12-2015,Standard Class,CK-12760,Cyma Kinney,Corporate,United States,San Francisco,California,94122,West,OFF-PA-10003845,Office Supplies,Paper,Xerox 1987,34.68,2015,,,,,,,,
1754,CA-2015-101175,09-12-2015,14-12-2015,Standard Class,DM-12955,Dario Medina,Corporate,United States,Mesa,Arizona,85204,West,OFF-ST-10004950,Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers,100.704,2015,,,,,,,,
1755,CA-2015-109932,09-12-2015,11-12-2015,First Class,VP-21760,Victoria Pisteka,Corporate,United States,Brownsville,Texas,78521,Central,OFF-PA-10001804,Office Supplies,Paper,Xerox 195,10.688,2015,,,,,,,,
1756,CA-2015-109932,09-12-2015,11-12-2015,First Class,VP-21760,Victoria Pisteka,Corporate,United States,Brownsville,Texas,78521,Central,OFF-ST-10000036,Office Supplies,Storage,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",237.096,2015,,,,,,,,
1757,CA-2015-169649,09-12-2015,15-12-2015,Standard Class,TS-21205,Thomas Seio,Corporate,United States,Chicago,Illinois,60653,Central,OFF-PA-10000143,Office Supplies,Paper,Astroparche Fine Business Paper,8.448,2015,,,,,,,,
1758,CA-2015-169649,09-12-2015,15-12-2015,Standard Class,TS-21205,Thomas Seio,Corporate,United States,Chicago,Illinois,60653,Central,OFF-AP-10003287,Office Supplies,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,20.388,2015,,,,,,,,
1759,CA-2015-138128,09-12-2015,15-12-2015,Standard Class,FP-14320,Frank Preis,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-EN-10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,30.672,2015,,,,,,,,
1760,CA-2015-138128,09-12-2015,15-12-2015,Standard Class,FP-14320,Frank Preis,Consumer,United States,Philadelphia,Pennsylvania,19134,East,TEC-CO-10001766,Technology,Copiers,Canon PC940 Copier,1079.976,2015,,,,,,,,
